package	function	summary	language	source_url	doc_path	fetched_at
omicverse	omicverse.single.get_cluster_celltype	Resolve one final cell type for each cluster with LLM calls.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.get_cluster_celltype.html	references/omicverse/functions/omicverse.single.get_cluster_celltype.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.get_markers	Extract top marker genes from rank_genes_groups results.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.get_markers.html	references/omicverse/functions/omicverse.single.get_markers.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.get_obs_value	Transfer per-cell annotations/statistics to metacells.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.get_obs_value.html	references/omicverse/functions/omicverse.single.get_obs_value.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.get_weights	Extract feature loadings for one factor from a MOFA model.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.get_weights.html	references/omicverse/functions/omicverse.single.get_weights.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.GLUE_pair	Pair RNA and ATAC cells using GLUE latent embeddings and neighbor matching.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.GLUE_pair.html	references/omicverse/functions/omicverse.single.GLUE_pair.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.gptcelltype	Annotate cluster cell types with a remote LLM service.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.gptcelltype.html	references/omicverse/functions/omicverse.single.gptcelltype.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.gptcelltype_local	Annotate cell types with a local instruction-tuned LLM.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.gptcelltype_local.html	references/omicverse/functions/omicverse.single.gptcelltype_local.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.hematopoiesis	Load scRNA-seq hematopoiesis dataset for trajectory inference.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.hematopoiesis.html	references/omicverse/functions/omicverse.single.hematopoiesis.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.lazy	Run a one-click single-cell analysis pipeline with resumable steps.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.lazy.html	references/omicverse/functions/omicverse.single.lazy.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.load_human_prior_interaction_network	Load one of the packaged human prior interaction networks.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.load_human_prior_interaction_network.html	references/omicverse/functions/omicverse.single.load_human_prior_interaction_network.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.MetaCell	Unified metacell wrapper with dispatchable backends.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.MetaCell.html	references/omicverse/functions/omicverse.single.MetaCell.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.MetaTiME	MetaTiME wrapper for tumor microenvironment cell-state annotation.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.MetaTiME.html	references/omicverse/functions/omicverse.single.MetaTiME.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.Monocle	Monocle2-style single-cell trajectory analysis.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.Monocle.html	references/omicverse/functions/omicverse.single.Monocle.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.mouse_hsc_nestorowa16	Load Nestorowa16 mouse HSC reference data used by CEFCON.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.mouse_hsc_nestorowa16.html	references/omicverse/functions/omicverse.single.mouse_hsc_nestorowa16.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pathway_aucell	Calculate the area under the curve (AUC) for a set of pathways in an AnnData object.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pathway_aucell.html	references/omicverse/functions/omicverse.single.pathway_aucell.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pathway_aucell_enrichment	Enrich cell annotations with pathway activity scores using the AUC-ell method.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pathway_aucell_enrichment.html	references/omicverse/functions/omicverse.single.pathway_aucell_enrichment.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pathway_enrichment	Perform pathway enrichment analysis on gene expression data.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pathway_enrichment.html	references/omicverse/functions/omicverse.single.pathway_enrichment.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pathway_enrichment_plot	Visualize the pathway enrichment analysis results as a heatmap.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pathway_enrichment_plot.html	references/omicverse/functions/omicverse.single.pathway_enrichment_plot.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.plot_metacells	Plot metacell centroids on a given embedding axis.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.plot_metacells.html	references/omicverse/functions/omicverse.single.plot_metacells.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pyCEFCON	CEFCON workflow wrapper for driver-regulator discovery.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pyCEFCON.html	references/omicverse/functions/omicverse.single.pyCEFCON.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pyMOFA	Train MOFA models for latent factor discovery across multiple omics layers.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pyMOFA.html	references/omicverse/functions/omicverse.single.pyMOFA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pyMOFAART	Load pretrained MOFA models for downstream factor interpretation.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pyMOFAART.html	references/omicverse/functions/omicverse.single.pyMOFAART.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pySCSA	Automated cell-type annotation using SCSA marker-enrichment scoring.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pySCSA.html	references/omicverse/functions/omicverse.single.pySCSA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pySIMBA	SIMBA wrapper for single-cell batch integration and graph-embedding construction.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pySIMBA.html	references/omicverse/functions/omicverse.single.pySIMBA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pyTOSICA	TOSICA wrapper for pathway-informed transformer-based cell-type annotation.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pyTOSICA.html	references/omicverse/functions/omicverse.single.pyTOSICA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.pyVIA	VIA-based trajectory inference and lineage visualization wrapper.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.pyVIA.html	references/omicverse/functions/omicverse.single.pyVIA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.run_cellphonedb_v5	Run CellPhoneDB statistical analysis with automatic database download	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.run_cellphonedb_v5.html	references/omicverse/functions/omicverse.single.run_cellphonedb_v5.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.run_liana	Run LIANA ligand-receptor inference on an AnnData object.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.run_liana.html	references/omicverse/functions/omicverse.single.run_liana.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.scanpy_cellanno_from_dict	Add cell type annotation from dict to anndata object.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.scanpy_cellanno_from_dict.html	references/omicverse/functions/omicverse.single.scanpy_cellanno_from_dict.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.SCENIC	Initialize a SCENIC workflow.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.SCENIC.html	references/omicverse/functions/omicverse.single.SCENIC.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.TrajInfer	Trajectory inference class for single-cell data analysis.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.TrajInfer.html	references/omicverse/functions/omicverse.single.TrajInfer.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.single.Velo	RNA velocity analysis wrapper for directional cell-state transition inference.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.single.Velo.html	references/omicverse/functions/omicverse.single.Velo.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.batch_correction	Perform batch effect correction using ComBat algorithm.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.batch_correction.html	references/omicverse/functions/omicverse.bulk.batch_correction.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.Deconvolution	Bulk RNA-seq deconvolution class for inferring cell-type fractions from single-cell references.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.Deconvolution.html	references/omicverse/functions/omicverse.bulk.Deconvolution.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.geneset_enrichment	Perform pathway enrichment analysis using Enrichr-compatible gene-set libraries.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.geneset_enrichment.html	references/omicverse/functions/omicverse.bulk.geneset_enrichment.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.geneset_plot	Plot enrichment results as a bubble plot.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.geneset_plot.html	references/omicverse/functions/omicverse.bulk.geneset_plot.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.geneset_plot_multi	Plot multiple enrichment result tables in a unified dot-clustermap panel.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.geneset_plot_multi.html	references/omicverse/functions/omicverse.bulk.geneset_plot_multi.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.Matrix_ID_mapping	Map gene IDs in the input data to gene symbols using a reference table.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.Matrix_ID_mapping.html	references/omicverse/functions/omicverse.bulk.Matrix_ID_mapping.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.pyDEG	Differential-expression analysis helper for bulk RNA-seq count tables.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.pyDEG.html	references/omicverse/functions/omicverse.bulk.pyDEG.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.pyGSEA	Gene Set Enrichment Analysis (GSEA) wrapper for ranked gene lists.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.pyGSEA.html	references/omicverse/functions/omicverse.bulk.pyGSEA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.pyPPI	Protein-protein interaction (PPI) analysis wrapper based on STRING.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.pyPPI.html	references/omicverse/functions/omicverse.bulk.pyPPI.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.pyTCGA	TCGA (The Cancer Genome Atlas) data analysis module.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.pyTCGA.html	references/omicverse/functions/omicverse.bulk.pyTCGA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.pyWGCNA	Weighted Gene Co-expression Network Analysis.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.pyWGCNA.html	references/omicverse/functions/omicverse.bulk.pyWGCNA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.readWGCNA	Load a previously saved WGCNA object from disk.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.readWGCNA.html	references/omicverse/functions/omicverse.bulk.readWGCNA.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.bulk.string_interaction	Analyze protein-protein interaction network using STRING database.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.bulk.string_interaction.html	references/omicverse/functions/omicverse.bulk.string_interaction.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.metabol.aggregate_by_class	Collapse the matrix to class-level totals.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.metabol.aggregate_by_class.html	references/omicverse/functions/omicverse.metabol.aggregate_by_class.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.metabol.annotate_lipids	Parse each var_name as a lipid and add lipid_class / total_carbons / total_db columns to adata.var .	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.metabol.annotate_lipids.html	references/omicverse/functions/omicverse.metabol.annotate_lipids.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.metabol.annotate_peaks	Map a list of m/z peaks to candidate KEGG compounds via adduct search.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.metabol.annotate_peaks.html	references/omicverse/functions/omicverse.metabol.annotate_peaks.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.metabol.anova	Per-metabolite test across 3+ groups.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.metabol.anova.html	references/omicverse/functions/omicverse.metabol.anova.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.metabol.asca	ASCA — ANOVA-Simultaneous Component Analysis (Smilde 2005).	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.metabol.asca.html	references/omicverse/functions/omicverse.metabol.asca.md	2026-08-03T14:16:23+00:00
omicverse	omicverse.metabol.asca_variance_bar	Horizontal bars of per-effect variance-explained fractions.	Python	https://omicverse.readthedocs.io/en/latest/api/reference/omicverse.metabol.asca_variance_bar.html	references/omicverse/functions/omicverse.metabol.asca_variance_bar.md	2026-08-03T14:16:23+00:00
